provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id
pollinated by,,pollinatedBy,http://purl.obolibrary.org/obo/RO_0002456
biotically interacts with,,interactsWith,http://purl.obolibrary.org/obo/RO_0002437
has flowers visited by,,hasFlowersVisitedBy,http://purl.obolibrary.org/obo/RO_0002623
